sistema,nombre,same_as_wikidata_nombre,nombre-uri,linea,linea-uri,linea-cdmx,same_as_wikidata_linea,est,cve-est,tipo,tipo-uri,alcaldia-1,same_as_wikidata_alcaldia-1,alcaldia-2,same_as_wikidata_alcaldia-2,alcaldias-uri,año
STC Metro,Deportivo 18 de Marzo,https://www.wikidata.org/entity/Q3431319,deportivo-18-de-marzo,06,linea-6,Line 6,https://wikidata.org/entity/Q3238990,09,STC0609,Intermedia / Transbordo,intermedia-transbordo,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1986
STC Metro,La Villa-Basílica,https://www.wikidata.org/entity/Q2836136,la-villa-basilica,06,linea-6,Line 6,https://wikidata.org/entity/Q3238990,10,STC0610,Intermedia,intermedia,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1986
STC Metro,Martín Carrera,https://www.wikidata.org/entity/Q6824623,martin-carrera,06,linea-6,Line 6,https://wikidata.org/entity/Q3238990,11,STC0611,Terminal / Transbordo,terminal-transbordo,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1986
STC Metro,El Rosario,https://www.wikidata.org/entity/Q3429496,el-rosario,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,01,STC0701,Terminal / Transbordo,terminal-transbordo,Azcapotzalco,https://wikidata.org/entity/Q994867,,,azcapotzalco,1988
STC Metro,Aquiles Serdán,https://www.wikidata.org/entity/Q6824477,aquiles-serdan,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,02,STC0702,Intermedia,intermedia,Azcapotzalco,https://wikidata.org/entity/Q994867,,,azcapotzalco,1988
STC Metro,Camarones,https://www.wikidata.org/entity/Q6824514,camarones,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,03,STC0703,Intermedia,intermedia,Azcapotzalco,https://wikidata.org/entity/Q994867,,,azcapotzalco,1988
STC Metro,Refinería,https://www.wikidata.org/entity/Q9067431,refineria,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,04,STC0704,Intermedia,intermedia,Azcapotzalco,https://wikidata.org/entity/Q994867,,,azcapotzalco,1988
STC Metro,Tacuba,https://www.wikidata.org/entity/Q3356901,tacuba,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,05,STC0705,Intermedia / Transbordo,intermedia-transbordo,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1984
STC Metro,San Joaquín,https://www.wikidata.org/entity/Q6824700,san-joaquin,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,06,STC0706,Intermedia,intermedia,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1984
STC Metro,Polanco,https://www.wikidata.org/entity/Q6824672,polanco,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,07,STC0707,Intermedia,intermedia,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1984
STC Metro,Auditorio,https://www.wikidata.org/entity/Q6824492,auditorio,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,08,STC0708,Intermedia,intermedia,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1984
STC Metro,Constituyentes,https://www.wikidata.org/entity/Q5944586,constituyentes,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,09,STC0709,Intermedia,intermedia,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1985
STC Metro,Tacubaya,https://www.wikidata.org/entity/Q2744158,tacubaya,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,10,STC0710,Intermedia / Transbordo,intermedia-transbordo,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1985
STC Metro,San Pedro de los Pinos,https://www.wikidata.org/entity/Q5841189,san-pedro-de-los-pinos,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,11,STC0711,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,1985
STC Metro,San Antonio,https://www.wikidata.org/entity/Q6824698,san-antonio,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,12,STC0712,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,1985
STC Metro,Mixcoac,https://www.wikidata.org/entity/Q6824627,mixcoac,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,13,STC0713,Intermedia / Transbordo,intermedia-transbordo,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,1985
STC Metro,Barranca del Muerto,https://www.wikidata.org/entity/Q2885482,barranca-del-muerto,07,linea-7,Line 7,https://wikidata.org/entity/Q929645,14,STC0714,Terminal,terminal,Álvaro Obregón,https://wikidata.org/entity/Q14906254,,,alvaro-obregon,1985
STC Metro,Garibaldi/Lagunilla,https://www.wikidata.org/entity/Q1147620,garibaldi-lagunilla,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,01,STC0801,Terminal / Transbordo,terminal-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,Bellas Artes,https://www.wikidata.org/entity/Q2541953,bellas-artes,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,02,STC0802,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,San Juan de Letrán,https://www.wikidata.org/entity/Q5691609,san-juan-de-letran,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,03,STC0803,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,Salto del Agua,https://www.wikidata.org/entity/Q740243,salto-del-agua,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,04,STC0804,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,Doctores,https://www.wikidata.org/entity/Q2837042,doctores,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,05,STC0805,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,Obrera,https://www.wikidata.org/entity/Q6824651,obrera,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,06,STC0806,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,Chabacano,https://www.wikidata.org/entity/Q3317707,chabacano,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,07,STC0807,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1994
STC Metro,La Viga,https://www.wikidata.org/entity/Q9019049,la-viga,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,08,STC0808,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,Venustiano Carranza,,cuauhtemoc;venustiano-carranza,1994
STC Metro,Santa Anita,https://www.wikidata.org/entity/Q6824703,santa-anita,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,09,STC0809,Intermedia / Transbordo,intermedia-transbordo,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1994
STC Metro,Coyuya,https://www.wikidata.org/entity/Q6824553,coyuya,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,10,STC0810,Intermedia,intermedia,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1994
STC Metro,Iztacalco,https://www.wikidata.org/entity/Q3431125,iztacalco,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,11,STC0811,Intermedia,intermedia,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1994
STC Metro,Apatlaco,https://www.wikidata.org/entity/Q6824476,apatlaco,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,12,STC0812,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Aculco,https://www.wikidata.org/entity/Q6824471,aculco,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,13,STC0813,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Escuadrón 201,https://www.wikidata.org/entity/Q3431185,escuadron-201,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,14,STC0814,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Atlalilco,https://www.wikidata.org/entity/Q6824487,atlalilco,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,15,STC0815,Intermedia / Transbordo,intermedia-transbordo,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Iztapalapa,https://www.wikidata.org/entity/Q4204314,iztapalapa,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,16,STC0816,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Cerro de la Estrella,https://www.wikidata.org/entity/Q8344273,cerro-de-la-estrella,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,17,STC0817,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,UAM-I,https://www.wikidata.org/entity/Q6824756,uam-i,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,18,STC0818,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Constitución de 1917,https://www.wikidata.org/entity/Q6824546,constitucion-de-1917,08,linea-8,Line 8,https://wikidata.org/entity/Q1149545,19,STC0819,Terminal,terminal,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1994
STC Metro,Pantitlán,https://www.wikidata.org/entity/Q3352997,pantitlan,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,01,STC0901,Terminal / Transbordo,terminal-transbordo,Venustiano Carranza,https://wikidata.org/entity/Q10832464,Iztacalco,,venustiano-carranza;iztacalco,1987
STC Metro,Puebla,https://www.wikidata.org/entity/Q6824679,puebla,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,02,STC0902,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,Iztacalco,,venustiano-carranza;iztacalco,1987
STC Metro,Ciudad Deportiva,https://www.wikidata.org/entity/Q6824544,ciudad-deportiva,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,03,STC0903,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,Iztacalco,,venustiano-carranza;iztacalco,1987
STC Metro,Velódromo,https://www.wikidata.org/entity/Q6824767,velodromo,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,04,STC0904,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1987
STC Metro,Mixhiuca,,mixhiuca,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,05,STC0905,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1987
STC Metro,Jamaica,https://www.wikidata.org/entity/Q3377006,jamaica,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,06,STC0906,Intermedia / Transbordo,intermedia-transbordo,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1987
STC Metro,Chabacano,https://www.wikidata.org/entity/Q3317707,chabacano,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,07,STC0907,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1987
STC Metro,Lázaro Cárdenas,https://www.wikidata.org/entity/Q6824617,lazaro-cardenas,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,08,STC0908,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1987
STC Metro,Centro Médico,https://www.wikidata.org/entity/Q5810513,centro-medico,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,09,STC0909,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1987
STC Metro,Chilpancingo,https://www.wikidata.org/entity/Q3431073,chilpancingo,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,10,STC0910,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1988
STC Metro,Patriotismo,https://www.wikidata.org/entity/Q6824665,patriotismo,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,11,STC0911,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,Miguel Hidalgo,,cuauhtemoc;miguel-hidalgo,1988
STC Metro,Tacubaya,https://www.wikidata.org/entity/Q2744158,tacubaya,09,linea-9,Line 9,https://wikidata.org/entity/Q3239046,12,STC0912,Terminal / Transbordo,terminal-transbordo,Miguel Hidalgo,https://wikidata.org/entity/Q1832732,,,miguel-hidalgo,1988
STC Metro,Tláhuac,https://www.wikidata.org/entity/Q6824735,tlahuac,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,01,STC1201,Terminal,terminal,Tláhuac,https://wikidata.org/entity/Q408181,,,tlahuac,2012
STC Metro,Tlaltenco,https://www.wikidata.org/entity/Q2883637,tlaltenco,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,02,STC1202,Intermedia,intermedia,Tláhuac,https://wikidata.org/entity/Q408181,,,tlahuac,2012
STC Metro,Zapotitlán,https://www.wikidata.org/entity/Q9097529,zapotitlan,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,03,STC1203,Intermedia,intermedia,Tláhuac,https://wikidata.org/entity/Q408181,,,tlahuac,2012
STC Metro,Nopalera,https://www.wikidata.org/entity/Q6044683,nopalera,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,04,STC1204,Intermedia,intermedia,Tláhuac,https://wikidata.org/entity/Q408181,,,tlahuac,2012
STC Metro,Olivos,https://www.wikidata.org/entity/Q6050104,olivos,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,05,STC1205,Intermedia,intermedia,Tláhuac,https://wikidata.org/entity/Q408181,,,tlahuac,2012
STC Metro,Tezonco,https://www.wikidata.org/entity/Q6143783,tezonco,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,06,STC1206,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Periférico Oriente,https://www.wikidata.org/entity/Q6072488,periferico-oriente,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,07,STC1207,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Calle 11,https://www.wikidata.org/entity/Q5740298,calle-11,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,08,STC1208,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Lomas Estrella,https://www.wikidata.org/entity/Q5978599,lomas-estrella,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,09,STC1209,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,San Andrés Tomatlán,https://www.wikidata.org/entity/Q6118305,san-andres-tomatlan,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,10,STC1210,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Culhuacán,https://www.wikidata.org/entity/Q5794406,culhuacan,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,11,STC1211,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Atlalilco,https://www.wikidata.org/entity/Q6824487,atlalilco,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,12,STC1212,Intermedia / Transbordo,intermedia-transbordo,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,2012
STC Metro,Mexicaltzingo,https://www.wikidata.org/entity/Q6012160,mexicaltzingo,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,13,STC1213,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,Coyoacán,,iztapalapa;coyoacan,2012
STC Metro,Ermita,https://www.wikidata.org/entity/Q5256668,ermita,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,14,STC1214,Intermedia / Transbordo,intermedia-transbordo,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Eje Central,https://www.wikidata.org/entity/Q5644140,eje-central,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,15,STC1215,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Parque de los Venados,https://www.wikidata.org/entity/Q6062821,parque-de-los-venados,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,16,STC1216,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Zapata,https://www.wikidata.org/entity/Q6824782,zapata,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,17,STC1217,Intermedia / Transbordo,intermedia-transbordo,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Hospital 20 de Noviembre,https://www.wikidata.org/entity/Q5902535,hospital-20-de-noviembre,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,18,STC1218,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Insurgentes Sur,https://www.wikidata.org/entity/Q5918521,insurgentes-sur,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,19,STC1219,Intermedia,intermedia,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Mixcoac,https://www.wikidata.org/entity/Q6824627,mixcoac,12,linea-12,Line 12,https://wikidata.org/entity/Q5985548,20,STC1220,Terminal / Transbordo,terminal-transbordo,Benito Juárez,https://wikidata.org/entity/Q2356998,,,benito-juarez,2012
STC Metro,Pantitlán,https://www.wikidata.org/entity/Q3352997,pantitlan,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,01,STCLA01,Terminal / Transbordo,terminal-transbordo,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1991
STC Metro,Agrícola Oriental,https://www.wikidata.org/entity/Q8191806,agricola-oriental,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,02,STCLA02,Intermedia,intermedia,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1991
STC Metro,Canal de San Juan,https://www.wikidata.org/entity/Q6824517,canal-de-san-juan,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,03,STCLA03,Intermedia,intermedia,Iztacalco,https://wikidata.org/entity/Q953866,,,iztacalco,1991
STC Metro,Tepalcates,https://www.wikidata.org/entity/Q6824730,tepalcates,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,04,STCLA04,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1991
STC Metro,Guelatao,https://www.wikidata.org/entity/Q6824577,guelatao,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,05,STCLA05,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1991
STC Metro,Peñón Viejo,https://www.wikidata.org/entity/Q9058930,penon-viejo,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,06,STCLA06,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1991
STC Metro,Acatitla,https://www.wikidata.org/entity/Q6824469,acatitla,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,07,STCLA07,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1991
STC Metro,Santa Marta,https://www.wikidata.org/entity/Q9074085,santa-marta,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,08,STCLA08,Intermedia,intermedia,Iztapalapa,https://wikidata.org/entity/Q741771,,,iztapalapa,1991
STC Metro,Los Reyes,https://www.wikidata.org/entity/Q6824612,los-reyes,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,09,STCLA09,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,La Paz,https://wikidata.org/entity/Q2276224,estado-de-mexico-la-paz,1991
STC Metro,La Paz,https://www.wikidata.org/entity/Q6824608,la-paz,A,linea-A,Mexico City Metro Line A,https://wikidata.org/entity/Q3239049,10,STCLA10,Terminal,terminal,state of Mexico,https://wikidata.org/entity/Q15149663,La Paz,https://wikidata.org/entity/Q2276224,estado-de-mexico-la-paz,1991
STC Metro,Buenavista,https://www.wikidata.org/entity/Q3431142,buenavista,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,01,STCLB01,Terminal,terminal,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1999
STC Metro,Guerrero,https://www.wikidata.org/entity/Q6824578,guerrero,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,02,STCLB02,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1999
STC Metro,Garibaldi/Lagunilla,https://www.wikidata.org/entity/Q1147620,garibaldi-lagunilla,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,03,STCLB03,Intermedia / Transbordo,intermedia-transbordo,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1999
STC Metro,Lagunilla,https://www.wikidata.org/entity/Q6824610,lagunilla,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,04,STCLB04,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1999
STC Metro,Tepito,https://www.wikidata.org/entity/Q5402969,tepito,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,05,STCLB05,Intermedia,intermedia,Cuauhtémoc,https://wikidata.org/entity/Q645293,,,cuauhtemoc,1999
STC Metro,Morelos,https://www.wikidata.org/entity/Q9035123,morelos,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,06,STCLB06,Intermedia / Transbordo,intermedia-transbordo,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1999
STC Metro,San Lázaro,https://www.wikidata.org/entity/Q3356984,san-lazaro,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,07,STCLB07,Intermedia / Transbordo,intermedia-transbordo,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1999
STC Metro,Ricardo Flores Magón,https://www.wikidata.org/entity/Q601519,ricardo-flores-magon,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,08,STCLB08,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1999
STC Metro,Romero Rubio,https://www.wikidata.org/entity/Q6824691,romero-rubio,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,09,STCLB09,Intermedia,intermedia,Venustiano Carranza,https://wikidata.org/entity/Q10832464,,,venustiano-carranza,1999
STC Metro,Oceanía,https://www.wikidata.org/entity/Q522857,oceania,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,10,STCLB10,Intermedia / Transbordo,intermedia-transbordo,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,Venustiano Carranza,,gustavo-a.-madero;venustiano-carranza,1999
STC Metro,Deportivo Oceanía,https://www.wikidata.org/entity/Q6824555,deportivo-oceania,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,11,STCLB11,Intermedia,intermedia,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1999
STC Metro,Bosque de Aragón,https://www.wikidata.org/entity/Q6824508,bosque-de-aragon,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,12,STCLB12,Intermedia,intermedia,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1999
STC Metro,Villa de Aragón,https://www.wikidata.org/entity/Q6824768,villa-de-aragon,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,13,STCLB13,Intermedia,intermedia,Gustavo A. Madero,https://wikidata.org/entity/Q2027082,,,gustavo-a.-madero,1999
STC Metro,Nezahualcóyotl,https://www.wikidata.org/entity/Q6824646,nezahualcoyotl,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,14,STCLB14,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Nezahualcóyotl,,estado-de-mexico-nezahualcoyotl,2000
STC Metro,Impulsora,https://www.wikidata.org/entity/Q6824590,impulsora,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,15,STCLB15,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Nezahualcóyotl,,estado-de-mexico-nezahualcoyotl,2000
STC Metro,Río de los Remedios,https://www.wikidata.org/entity/Q6824695,rio-de-los-remedios,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,16,STCLB16,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Nezahualcóyotl,,estado-de-mexico-nezahualcoyotl,2000
STC Metro,Múzquiz,https://www.wikidata.org/entity/Q6824638,muzquiz,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,17,STCLB17,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Estación de Ecatepec,,estado-de-mexico-ecatepec,2000
STC Metro,Ecatepec,https://www.wikidata.org/entity/Q11681253,ecatepec,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,18,STCLB18,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Estación de Ecatepec,,estado-de-mexico-ecatepec,2000
STC Metro,Olímpica,https://www.wikidata.org/entity/Q6824654,olimpica,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,19,STCLB19,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Estación de Ecatepec,,estado-de-mexico-ecatepec,2000
STC Metro,Plaza Aragón,https://www.wikidata.org/entity/Q6824670,plaza-aragon,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,20,STCLB20,Intermedia,intermedia,state of Mexico,https://wikidata.org/entity/Q15149663,Estación de Ecatepec,,estado-de-mexico-ecatepec,2000
STC Metro,Ciudad Azteca,https://www.wikidata.org/entity/Q3431176,ciudad-azteca,B,linea-B,Line B,https://wikidata.org/entity/Q3239062,21,STCLB21,Terminal,terminal,state of Mexico,https://wikidata.org/entity/Q15149663,Estación de Ecatepec,,estado-de-mexico-ecatepec,2000
